"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.109851396E2,6.500031015E1,2.559521268E1,3.024414910E1,1.267927408E0,7.367726898E1,4.699999809E0,0.000000000E0
2.119967807E2,6.500031326E1,2.559523610E1,3.063390816E1,1.113290191E0,7.382638550E1,5.080397129E0,0.000000000E0
2.129743864E2,6.500031868E1,2.559526500E1,3.083247327E1,1.451539159E0,6.636180115E1,5.077898026E0,0.000000000E0
2.139968666E2,6.500032352E1,2.559529959E1,3.088170769E1,1.685390472E0,7.255087280E1,5.072839260E0,0.000000000E0
2.149838521E2,6.500032773E1,2.559532921E1,3.096712530E1,1.404391289E0,7.249933624E1,5.083728790E0,0.000000000E0
2.159838286E2,6.500033188E1,2.559535545E1,3.111274310E1,1.215283036E0,7.031283569E1,5.098853588E0,0.000000000E0
2.169752177E2,6.500033633E1,2.559538398E1,3.118023553E1,1.308020353E0,7.036068726E1,5.105384827E0,0.000000000E0
2.179783927E2,6.500034148E1,2.559541370E1,3.113054393E1,1.368756294E0,6.806916046E1,5.385789394E0,0.000000000E0
2.189879250E2,6.500034700E1,2.559544423E1,3.066864738E1,1.411568999E0,6.770991516E1,5.007316589E0,0.000000000E0
2.199903859E2,6.500035373E1,2.559547446E1,3.049339451E1,1.445555329E0,6.288176727E1,4.699999809E0,0.000000000E0
2.209838317E2,6.500036044E1,2.559550516E1,3.043453182E1,1.467946887E0,6.496580505E1,4.699999809E0,0.000000000E0
2.219729385E2,6.500036803E1,2.559553494E1,3.044448232E1,1.482197165E0,6.210828400E1,4.699999809E0,0.000000000E0
2.229860031E2,6.500037680E1,2.559556346E1,3.047200697E1,1.493685603E0,5.793195343E1,4.699999809E0,0.000000000E0
2.239924645E2,6.500038560E1,2.559559176E1,3.038693321E1,1.489155054E0,5.877910614E1,5.062565327E0,0.000000000E0
2.249803901E2,6.500039471E1,2.559561994E1,3.021771098E1,1.503951073E0,5.764491653E1,4.699999809E0,0.000000000E0
2.259822145E2,6.500040335E1,2.559564904E1,3.010219588E1,1.521924376E0,6.085231400E1,4.699999809E0,0.000000000E0
2.269912505E2,6.500041191E1,2.559567805E1,2.990755256E1,1.517240882E0,6.188274384E1,4.699999809E0,0.000000000E0
2.279900869E2,6.500042172E1,2.559570488E1,2.984760230E1,1.514668226E0,5.484043884E1,4.699999809E0,0.000000000E0
2.289830520E2,6.500043016E1,2.559573321E1,3.009830211E1,1.509297132E0,6.107736969E1,4.699999809E0,0.000000000E0
2.299858677E2,6.500043855E1,2.559576111E1,3.038635932E1,1.503971696E0,6.023350525E1,4.699999809E0,0.000000000E0
2.309880468E2,6.500044666E1,2.559578903E1,3.054934032E1,1.499785185E0,6.099674988E1,4.699999809E0,0.000000000E0
2.319862510E2,6.500045611E1,2.559581419E1,3.060882092E1,1.497145295E0,5.163500595E1,4.699999809E0,0.000000000E0
2.329883760E2,6.500046459E1,2.559584033E1,3.060191067E1,1.494263530E0,5.528330612E1,4.699999809E0,0.000000000E0
2.339844666E2,6.500047152E1,2.559586800E1,3.058992712E1,1.490073442E0,6.175968170E1,4.699999809E0,0.000000000E0
2.349855130E2,6.500047818E1,2.559589557E1,3.057976326E1,1.487677693E0,6.215018082E1,4.699999809E0,0.000000000E0
2.359708302E2,6.500048413E1,2.559591926E1,3.047663974E1,1.266132712E0,6.205315399E1,4.699999809E0,0.000000000E0
2.369744401E2,6.500048897E1,2.559594105E1,3.034619590E1,1.109992266E0,6.798544312E1,4.699999809E0,0.000000000E0
2.379930172E2,6.500049271E1,2.559596667E1,3.002808785E1,1.225955725E0,7.576833344E1,4.699999809E0,0.000000000E0
2.389819739E2,6.500049401E1,2.559599527E1,2.997974405E1,1.300599575E0,8.713453674E1,4.699999809E0,0.000000000E0
2.399935172E2,6.500049244E1,2.559602498E1,2.992151322E1,1.361745834E0,9.880436707E1,4.699999809E0,0.000000000E0
2.409867453E2,6.500048624E1,2.559605229E1,2.974756894E1,1.410199285E0,1.185487976E2,4.699999809E0,0.000000000E0
2.419790729E2,6.500047711E1,2.559607559E1,2.972569127E1,1.429607987E0,1.315001221E2,4.699999809E0,0.000000000E0
2.429844208E2,6.500046720E1,2.559609752E1,2.986283726E1,1.443866253E0,1.336127167E2,4.699999809E0,0.000000000E0
2.439853172E2,6.500045576E1,2.559611591E1,3.001374374E1,1.456061363E0,1.427133789E2,4.699999809E0,0.000000000E0
2.449834359E2,6.500044393E1,2.559613330E1,3.013189365E1,1.459813237E0,1.446539307E2,4.699999809E0,0.000000000E0
2.459767234E2,6.500043244E1,2.559615248E1,3.047003682E1,1.465601087E0,1.400650330E2,4.699999809E0,0.000000000E0
2.469847156E2,6.500042030E1,2.559616951E1,3.057565558E1,1.472570419E0,1.449516754E2,4.699999809E0,0.000000000E0
2.479835916E2,6.500040803E1,2.559618502E1,3.069758621E1,1.473165274E0,1.470709839E2,4.699999809E0,0.000000000E0
2.489851114E2,6.500039634E1,2.559620148E1,3.074377192E1,1.474263072E0,1.426102753E2,4.699999809E0,0.000000000E0
2.499863698E2,6.500038433E1,2.559621550E1,3.076118378E1,1.472107291E0,1.469985352E2,4.699999809E0,0.000000000E0
2.509774739E2,6.500037290E1,2.559622966E1,3.078075838E1,1.465150595E0,1.464191589E2,4.699999809E0,0.000000000E0
2.519871656E2,6.500036203E1,2.559624413E1,3.079120423E1,1.460622549E0,1.454603271E2,4.699999809E0,0.000000000E0
2.529911291E2,6.500035134E1,2.559625798E1,3.071488480E1,1.456995487E0,1.467758789E2,4.699999809E0,0.000000000E0
2.539847703E2,6.500033989E1,2.559626757E1,3.075665390E1,1.455091476E0,1.575174561E2,4.699999809E0,0.000000000E0
2.549776406E2,6.500033012E1,2.559627616E1,3.074370464E1,1.235677600E0,1.575155334E2,4.699999809E0,0.000000000E0
2.559728927E2,6.500032213E1,2.559628800E1,3.072790871E1,1.083670855E0,1.469423218E2,4.699999809E0,0.000000000E0
2.569731796E2,6.500031304E1,2.559630140E1,3.076580856E1,1.196982265E0,1.485498962E2,4.699999809E0,0.000000000E0
2.579841489E2,6.500030386E1,2.559631818E1,3.076707548E1,1.285299897E0,1.426980591E2,4.699999809E0,0.000000000E0
2.589861265E2,6.500029390E1,2.559633434E1,3.093956920E1,1.348401904E0,1.470253906E2,4.699999809E0,0.000000000E0
2.599850041E2,6.500028362E1,2.559635082E1,3.097764066E1,1.387739539E0,1.478306580E2,4.699999809E0,0.000000000E0
2.609851083E2,6.500027272E1,2.559636710E1,3.082606083E1,1.417203069E0,1.493841400E2,4.699999809E0,0.000000000E0
2.619784171E2,6.500026240E1,2.559638681E1,3.078581234E1,1.439306021E0,1.409240417E2,4.699999809E0,0.000000000E0
2.629841703E2,6.500025162E1,2.559640510E1,3.066092366E1,1.454069257E0,1.454978943E2,4.699999809E0,0.000000000E0
2.639734583E2,6.500024065E1,2.559642211E1,3.071697391E1,1.462633252E0,1.501283722E2,4.699999809E0,0.000000000E0
2.649752932E2,6.500022996E1,2.559643936E1,3.073048637E1,1.465667963E0,1.493588867E2,4.699999809E0,0.000000000E0
2.659907015E2,6.500021979E1,2.559645717E1,3.080805882E1,1.466838121E0,1.457000580E2,4.699999809E0,0.000000000E0
2.669894349E2,6.500020938E1,2.559647262E1,3.101541145E1,1.467074752E0,1.481576843E2,4.699999809E0,0.000000000E0
2.679861974E2,6.500019892E1,2.559648679E1,3.118799329E1,1.462468624E0,1.491806793E2,4.699999809E0,0.000000000E0
2.689721026E2,6.500018856E1,2.559650069E1,3.134733050E1,1.461191297E0,1.486811523E2,4.699999809E0,0.000000000E0
2.699902062E2,6.500017891E1,2.559651577E1,3.113172460E1,1.457511663E0,1.459555664E2,4.699999809E0,0.000000000E0
2.709870770E2,6.500016885E1,2.559652812E1,3.083265738E1,1.454948306E0,1.508795929E2,4.699999809E0,0.000000000E0
2.719880755E2,6.500016017E1,2.559653806E1,3.053166748E1,1.233258128E0,1.509630280E2,4.699999809E0,0.000000000E0
2.729848213E2,6.500015162E1,2.559654345E1,3.042731050E1,1.077773452E0,1.610374756E2,4.699999809E0,0.000000000E0
2.739866078E2,6.500013953E1,2.559654510E1,3.045775494E1,1.423483372E0,1.737220459E2,5.518265724E0,0.000000000E0
2.749826849E2,6.500012718E1,2.559654652E1,3.036495423E1,1.444323301E0,1.738131256E2,5.381799698E0,0.000000000E0
2.759908645E2,6.500011670E1,2.559653883E1,3.028608924E1,1.229809046E0,1.934725342E2,4.699999809E0,0.000000000E0
2.769728546E2,6.500010674E1,2.559652385E1,3.020740432E1,1.296405673E0,2.084035187E2,4.699999809E0,0.000000000E0
2.779842583E2,6.500009791E1,2.559650354E1,3.008777279E1,1.344029307E0,2.212121429E2,4.699999809E0,0.000000000E0
2.790119088E2,6.500008941E1,2.559648180E1,3.009431628E1,1.380064845E0,2.239062195E2,4.699999809E0,0.000000000E0
2.799870786E2,6.500008164E1,2.559645798E1,2.999654311E1,1.408994794E0,2.293182983E2,4.699999809E0,0.000000000E0
2.809861604E2,6.500007385E1,2.559643363E1,3.003362720E1,1.433254004E0,2.299892426E2,4.699999809E0,0.000000000E0
2.819874974E2,6.500006533E1,2.559641071E1,3.013493937E1,1.441273928E0,2.250139923E2,4.699999809E0,0.000000000E0
2.829884854E2,6.500005725E1,2.559638698E1,3.029773299E1,1.446319818E0,2.274334412E2,5.002417564E0,0.000000000E0
2.839757593E2,6.500004899E1,2.559636365E1,3.039970508E1,1.452443361E0,2.261128540E2,7.552574635E0,0.000000000E0
2.849884026E2,6.500004007E1,2.559634227E1,3.043937929E1,1.454912543E0,2.206842041E2,5.025376797E0,0.000000000E0
2.859889437E2,6.500003159E1,2.559632028E1,3.058127971E1,1.458281517E0,2.226941223E2,5.421921730E0,0.000000000E0
2.869904724E2,6.500002370E1,2.559629623E1,3.112330000E1,1.461068988E0,2.281042175E2,7.620215416E0,0.000000000E0
2.879883932E2,6.500001598E1,2.559627033E1,3.195870504E1,1.464673996E0,2.313392792E2,4.699999809E0,0.000000000E0
2.889893244E2,6.500000791E1,2.559624368E1,3.256506058E1,1.473771930E0,2.317106171E2,4.699999809E0,0.000000000E0
2.899844849E2,6.499999966E1,2.559621692E1,3.303083273E1,1.485646844E0,2.311589813E2,4.699999809E0,0.000000000E0
2.909948427E2,6.499999211E1,2.559618922E1,3.333329259E1,1.493091464E0,2.339660645E2,4.699999809E0,0.000000000E0
2.919741437E2,6.499998501E1,2.559616147E1,3.361612627E1,1.494401097E0,2.353119659E2,4.699999809E0,0.000000000E0
2.930194208E2,6.499997815E1,2.559613439E1,3.367770764E1,1.492617846E0,2.359279480E2,4.699999809E0,0.000000000E0
2.939858770E2,6.499997163E1,2.559610785E1,3.373759554E1,1.488794804E0,2.371442108E2,6.421290874E0,0.000000000E0
2.949891364E2,6.499996517E1,2.559608215E1,3.390395159E1,1.485109568E0,2.367068176E2,5.426998615E0,0.000000000E0
2.959901479E2,6.499996092E1,2.559605449E1,3.406090295E1,1.484493256E0,2.483353271E2,5.407681942E0,0.000000000E0
2.969933942E2,6.499995729E1,2.559603114E1,3.432923588E1,1.260140657E0,2.483201904E2,5.009539604E0,0.000000000E0
2.979899401E2,6.499995154E1,2.559600870E1,3.447774324E1,1.328623414E0,2.372392578E2,5.715666771E0,0.000000000E0
2.989855093E2,6.499994557E1,2.559598473E1,3.441868526E1,1.378000140E0,2.373278961E2,6.709496498E0,0.000000000E0
2.999753489E2,6.499994103E1,2.559596222E1,3.467861344E1,1.189823627E0,2.410161133E2,4.699999809E0,0.000000000E0
3.009742395E2,6.499993584E1,2.559593803E1,3.470260220E1,1.283201098E0,2.393319702E2,4.699999809E0,0.000000000E0
3.019903994E2,6.499992973E1,2.559591351E1,3.455929657E1,1.345766068E0,2.357534180E2,4.699999809E0,0.000000000E0
3.029893036E2,6.499992371E1,2.559588726E1,3.447514957E1,1.387591481E0,2.386477661E2,4.699999809E0,0.000000000E0
3.039855203E2,6.499991632E1,2.559586192E1,3.450838703E1,1.415313363E0,2.318628998E2,4.699999809E0,0.000000000E0
3.049859046E2,6.499990985E1,2.559583369E1,3.458955739E1,1.438743114E0,2.387441406E2,4.699999809E0,0.000000000E0
3.059856072E2,6.499990365E1,2.559580388E1,3.457019948E1,1.457695127E0,2.415502167E2,4.699999809E0,0.000000000E0
3.069753317E2,6.499989639E1,2.559577481E1,3.457198535E1,1.473743916E0,2.366343689E2,5.071246624E0,0.000000000E0
3.079833578E2,6.499988900E1,2.559574551E1,3.451870596E1,1.489233375E0,2.372634277E2,5.096280098E0,0.000000000E0
3.089901703E2,6.499988119E1,2.559571499E1,3.444421281E1,1.497999072E0,2.366388702E2,5.109004021E0,0.000000000E0
3.099862890E2,6.499987318E1,2.559568284E1,3.448956983E1,1.505749464E0,2.373950806E2,5.582900047E0,0.000000000E0
3.109837484E2,6.499986517E1,2.559565055E1,3.432896754E1,1.515211582E0,2.379148254E2,5.590240002E0,0.000000000E0
3.119894421E2,6.499985733E1,2.559561919E1,3.443881589E1,1.514541388E0,2.382771454E2,5.974140167E0,0.000000000E0
3.129761963E2,6.499984907E1,2.559558936E1,3.488021425E1,1.505627632E0,2.371532135E2,5.941449642E0,0.000000000E0
3.139892947E2,6.499983959E1,2.559556258E1,3.510301365E1,1.508420229E0,2.310372162E2,5.907480240E0,0.000000000E0
3.149912869E2,6.499983059E1,2.559553585E1,3.512967321E1,1.515847802E0,2.343327637E2,5.526379108E0,0.000000000E0
3.159888161E2,6.499982275E1,2.559551350E1,3.508545625E1,1.288465500E0,2.341866302E2,4.699999809E0,0.000000000E0
3.169881276E2,6.499981604E1,2.559549346E1,3.489908537E1,1.124533534E0,2.371927185E2,4.699999809E0,0.000000000E0
3.179871703E2,6.499980856E1,2.559547191E1,3.466190219E1,1.232889175E0,2.359446564E2,4.699999809E0,0.000000000E0
3.189862458E2,6.499979868E1,2.559544768E1,3.434503567E1,1.534245014E0,2.298265686E2,4.699999809E0,0.000000000E0
3.199895578E2,6.499978909E1,2.559542366E1,3.417513061E1,1.521329522E0,2.297226868E2,5.520220757E0,0.000000000E0
3.209863645E2,6.499978173E1,2.559540138E1,3.396062982E1,1.286902070E0,2.360917053E2,4.699999809E0,0.000000000E0
3.219925640E2,6.499977432E1,2.559537726E1,3.386179084E1,1.348378062E0,2.378712463E2,5.586403370E0,0.000000000E0
3.229804890E2,6.499976561E1,2.559535371E1,3.393888439E1,1.389438152E0,2.307210388E2,5.924032211E0,0.000000000E0
3.239903963E2,6.499975744E1,2.559532807E1,3.391928377E1,1.416045666E0,2.349197540E2,5.906882286E0,0.000000000E0
3.249912677E2,6.499974980E1,2.559530129E1,3.386607631E1,1.439599991E0,2.381370392E2,5.934090137E0,0.000000000E0
3.259768963E2,6.499974171E1,2.559527509E1,3.371175981E1,1.454857469E0,2.353868866E2,5.614704132E0,0.000000000E0
3.269769692E2,6.499973359E1,2.559524904E1,3.337273943E1,1.465349674E0,2.345051727E2,6.495643139E0,0.000000000E0
3.279765552E2,6.499972522E1,2.559522377E1,3.317576278E1,1.469763756E0,2.322182617E2,4.699999809E0,0.000000000E0
3.289856317E2,6.499971699E1,2.559519867E1,3.282408882E1,1.472512484E0,2.318551178E2,5.425596237E0,0.000000000E0
3.299834088E2,6.499971351E1,2.559516854E1,3.277219418E1,1.477061868E0,2.559715881E2,4.699999809E0,0.000000000E0
3.309836906E2,6.499970591E1,2.559514359E1,3.250752260E1,1.478073955E0,2.325253754E2,4.699999809E0,0.000000000E0
3.319853723E2,6.499969871E1,2.559511861E1,3.230583206E1,1.472745180E0,2.337882690E2,5.235243797E0,0.000000000E0
3.329904838E2,6.499969089E1,2.559509557E1,3.208240835E1,1.466551900E0,2.281212616E2,4.699999809E0,0.000000000E0
3.339845624E2,6.499968433E1,2.559507547E1,3.172578769E1,1.245635509E0,2.282650604E2,5.294487000E0,0.000000000E0
3.349867859E2,6.499967762E1,2.559505329E1,3.150585157E1,1.313443899E0,2.307737885E2,4.699999809E0,0.000000000E0
3.359797973E2,6.499967006E1,2.559502579E1,3.118891519E1,1.581421256E0,2.345025635E2,5.276886940E0,0.000000000E0
3.369854869E2,6.499966374E1,2.559500202E1,3.091467741E1,1.327254534E0,2.346255493E2,5.593226910E0,0.000000000E0
3.379847135E2,6.499965848E1,2.559498013E1,3.054086537E1,1.153200269E0,2.368457642E2,5.571134567E0,0.000000000E0
3.389748057E2,6.499965193E1,2.559495754E1,3.015920536E1,1.252338409E0,2.322335663E2,6.653750420E0,0.000000000E0
3.399729411E2,6.499964486E1,2.559493352E1,2.975098711E1,1.324715853E0,2.322283020E2,5.590773106E0,0.000000000E0
3.410167729E2,6.499963754E1,2.559490833E1,2.953849326E1,1.375709057E0,2.326883240E2,5.570094585E0,0.000000000E0
3.419919744E2,6.499963005E1,2.559488237E1,2.934747609E1,1.406295538E0,2.334128418E2,6.293578625E0,0.000000000E0
3.429728578E2,6.499962177E1,2.559485687E1,2.909178374E1,1.429278374E0,2.303714752E2,4.699999809E0,0.000000000E0
3.439863145E2,6.499961362E1,2.559482992E1,2.901870125E1,1.446984529E0,2.333135834E2,4.699999809E0,0.000000000E0
3.449917369E2,6.499960535E1,2.559480201E1,2.886790957E1,1.468843699E0,2.341647491E2,4.699999809E0,0.000000000E0
3.459734999E2,6.499959703E1,2.559477351E1,2.880301345E1,1.485145688E0,2.351980591E2,4.699999809E0,0.000000000E0
3.469832218E2,6.499958836E1,2.559474534E1,2.867488836E1,1.489979029E0,2.344837494E2,5.592233181E0,0.000000000E0
3.479896067E2,6.499957837E1,2.559471906E1,2.880711487E1,1.495967984E0,2.270260010E2,4.699999809E0,0.000000000E0
3.489850072E2,6.499956863E1,2.559469250E1,2.890836249E1,1.492982626E0,2.276885529E2,5.295406818E0,0.000000000E0
3.499875109E2,6.499955881E1,2.559466729E1,2.910930697E1,1.494902134E0,2.248246918E2,5.685525417E0,0.000000000E0
3.509903604E2,6.499954882E1,2.559464392E1,2.906738836E1,1.494420767E0,2.206623077E2,6.065736294E0,0.000000000E0
3.519771354E2,6.499954023E1,2.559462359E1,2.885093304E1,1.267134309E0,2.207853851E2,6.613052845E0,0.000000000E0
3.529736770E2,6.499953207E1,2.559460605E1,2.858884637E1,1.113017440E0,2.198742676E2,5.513687611E0,0.000000000E0
3.539739213E2,6.499951848E1,2.559460440E1,2.855391013E1,1.462226152E0,1.762383728E2,5.146521568E0,0.000000000E0
3.549830437E2,6.499950418E1,2.559460340E1,2.854463842E1,1.488220811E0,1.762846527E2,4.699999809E0,0.000000000E0
3.559752989E2,6.499948973E1,2.559460683E1,2.865081401E1,1.493782282E0,1.672792358E2,4.699999809E0,0.000000000E0
3.569858249E2,6.499947497E1,2.559461066E1,2.864168239E1,1.498400092E0,1.673202362E2,4.699999809E0,0.000000000E0
3.579950369E2,6.499946184E1,2.559461451E1,2.841105193E1,1.276289344E0,1.662062073E2,4.699999809E0,0.000000000E0
3.589841786E2,6.499944867E1,2.559462264E1,2.813079931E1,1.343540430E0,1.591264496E2,5.661281109E0,0.000000000E0
3.599881692E2,6.499943535E1,2.559463343E1,2.786205133E1,1.398903251E0,1.559905853E2,4.699999809E0,0.000000000E0
3.609863895E2,6.499942170E1,2.559464549E1,2.746679607E1,1.432128310E0,1.555301971E2,4.699999809E0,0.000000000E0
3.619890916E2,6.499940802E1,2.559465961E1,2.715758866E1,1.456840634E0,1.518590088E2,4.699999809E0,0.000000000E0
3.629761937E2,6.499939421E1,2.559467556E1,2.683499130E1,1.490323305E0,1.496858673E2,4.699999809E0,0.000000000E0
3.639857275E2,6.499937973E1,2.559468928E1,2.672633706E1,1.502626657E0,1.556801453E2,4.699999809E0,0.000000000E0
3.649760067E2,6.499936595E1,2.559470564E1,2.656747794E1,1.499691248E0,1.497510071E2,4.699999809E0,0.000000000E0
3.660152036E2,6.499935275E1,2.559472345E1,2.635456491E1,1.513099194E0,1.467276001E2,4.699999809E0,0.000000000E0
3.669870770E2,6.499934013E1,2.559474229E1,2.600168343E1,1.520089269E0,1.443959045E2,4.699999809E0,0.000000000E0
3.679877578E2,6.499932735E1,2.559475930E1,2.552848648E1,1.515025377E0,1.489939117E2,4.699999809E0,0.000000000E0
3.689855286E2,6.499931488E1,2.559477677E1,2.508428529E1,1.510715723E0,1.480786591E2,4.699999809E0,0.000000000E0
3.699901958E2,6.499930319E1,2.559479650E1,2.452618149E1,1.502064943E0,1.430158081E2,4.699999809E0,0.000000000E0
3.709852593E2,6.499929305E1,2.559481425E1,2.434391103E1,1.274711728E0,1.429733429E2,4.699999809E0,0.000000000E0
3.719894244E2,6.499928374E1,2.559483024E1,2.432829044E1,1.129878402E0,1.445590515E2,4.699999809E0,0.000000000E0
3.729862494E2,6.499927361E1,2.559484816E1,2.419335654E1,1.253996968E0,1.440479431E2,4.699999809E0,0.000000000E0
3.739734302E2,6.499926281E1,2.559486683E1,2.416154080E1,1.335170627E0,1.450825195E2,4.699999809E0,0.000000000E0
3.749730421E2,6.499925188E1,2.559488665E1,2.416404944E1,1.389084816E0,1.431600494E2,4.699999809E0,0.000000000E0
3.759890604E2,6.499924044E1,2.559490551E1,2.412898677E1,1.425754905E0,1.455646362E2,4.699999809E0,0.000000000E0
3.769882140E2,6.499922864E1,2.559492322E1,2.420503840E1,1.449486971E0,1.477546997E2,4.699999809E0,0.000000000E0
3.779866562E2,6.499921669E1,2.559494046E1,2.426195162E1,1.463937163E0,1.486086426E2,4.699999809E0,0.000000000E0
3.789861104E2,6.499920484E1,2.559495844E1,2.424980355E1,1.474230766E0,1.467461090E2,4.699999809E0,0.000000000E0
3.799865005E2,6.499919328E1,2.559497817E1,2.413542166E1,1.481206775E0,1.424424438E2,4.699999809E0,0.000000000E0
3.809896025E2,6.499918178E1,2.559499793E1,2.410410484E1,1.486482143E0,1.419608002E2,4.699999809E0,0.000000000E0
3.819857546E2,6.499917094E1,2.559501840E1,2.445386538E1,1.488783956E0,1.350259094E2,4.699999809E0,0.000000000E0
3.829760182E2,6.499915886E1,2.559503468E1,2.462510888E1,1.487379551E0,1.410154877E2,4.699999809E0,0.000000000E0
3.839821869E2,6.499914615E1,2.559504816E1,2.484243368E1,1.486326575E0,1.443741760E2,4.699999809E0,0.000000000E0
3.849878999E2,6.499913364E1,2.559506114E1,2.490422208E1,1.473278880E0,1.428524017E2,4.699999809E0,0.000000000E0
3.859971979E2,6.499912178E1,2.559507535E1,2.507897557E1,1.469878554E0,1.389972076E2,4.699999809E0,0.000000000E0
3.869878458E2,6.499910934E1,2.559508704E1,2.516417501E1,1.466024756E0,1.458963928E2,4.699999809E0,0.000000000E0
3.879880583E2,6.499909874E1,2.559509676E1,2.521771826E1,1.234956980E0,1.462833557E2,4.699999809E0,0.000000000E0
3.889766093E2,6.499908902E1,2.559510598E1,2.518353581E1,1.088282585E0,1.463498383E2,4.699999809E0,0.000000000E0
3.899861723E2,6.499907784E1,2.559512282E1,2.520960798E1,1.424512982E0,1.377849731E2,4.699999809E0,0.000000000E0
3.909742926E2,6.499906642E1,2.559514011E1,2.516091942E1,1.439239621E0,1.381510468E2,4.699999809E0,0.000000000E0
3.919930088E2,6.499905557E1,2.559515322E1,2.518479129E1,1.232749462E0,1.442326813E2,4.699999809E0,0.000000000E0
3.929938765E2,6.499904397E1,2.559516650E1,2.531339875E1,1.300182343E0,1.480641632E2,4.699999809E0,0.000000000E0
3.939862286E2,6.499903229E1,2.559518209E1,2.542306206E1,1.357984543E0,1.458346710E2,4.699999809E0,0.000000000E0
3.949781697E2,6.499902044E1,2.559519925E1,2.553869120E1,1.404230356E0,1.449378357E2,4.699999809E0,0.000000000E0
3.959904494E2,6.499900918E1,2.559521922E1,2.575186616E1,1.429311752E0,1.389269257E2,4.699999809E0,0.000000000E0
3.969860328E2,6.499899727E1,2.559523746E1,2.587991194E1,1.446579576E0,1.446018829E2,4.699999809E0,0.000000000E0
3.979949395E2,6.499898495E1,2.559525334E1,2.577665347E1,1.442408323E0,1.499173279E2,4.699999809E0,0.000000000E0
3.989885463E2,6.499897340E1,2.559527157E1,2.584349278E1,1.454849124E0,1.434120178E2,4.699999809E0,0.000000000E0
4.000128947E2,6.499896137E1,2.559528821E1,2.576676188E1,1.469654679E0,1.475153961E2,4.699999809E0,0.000000000E0
4.009855916E2,6.499895102E1,2.559530228E1,2.583539957E1,1.246211767E0,1.476085968E2,4.699999809E0,0.000000000E0
4.019941598E2,6.499894163E1,2.559531340E1,2.579171861E1,1.088415146E0,1.502174988E2,4.699999809E0,0.000000000E0
4.029710291E2,6.499893104E1,2.559532425E1,2.576154819E1,1.203820467E0,1.535086212E2,4.699999809E0,0.000000000E0
4.039744958E2,6.499891991E1,2.559533714E1,2.567910420E1,1.290857315E0,1.501710815E2,4.699999809E0,0.000000000E0
4.049886770E2,6.499890967E1,2.559535544E1,2.568249870E1,1.349194050E0,1.374585266E2,4.699999809E0,0.000000000E0
4.059914275E2,6.499889871E1,2.559537307E1,2.554915096E1,1.385509610E0,1.410755920E2,4.699999809E0,0.000000000E0
4.069780301E2,6.499888787E1,2.559539187E1,2.575596356E1,1.409175038E0,1.378792114E2,4.699999809E0,0.000000000E0
4.079777624E2,6.499887591E1,2.559540776E1,2.590313266E1,1.428963184E0,1.454317627E2,4.699999809E0,0.000000000E0
4.089725536E2,6.499886385E1,2.559542312E1,2.614704628E1,1.432117105E0,1.456817017E2,4.699999809E0,0.000000000E0
4.099780937E2,6.499885328E1,2.559543576E1,2.625374700E1,1.217164516E0,1.459334259E2,4.699999809E0,0.000000000E0
