"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.967093307E2,1.107679939E1,-4.779500008E0,1.416999996E-1
1.967193307E2,1.044299984E1,-9.325399399E0,4.226900101E0
1.967293307E2,5.264400005E0,-1.368169975E1,6.057799816E0
1.967393307E2,-5.957799911E0,-1.681029892E1,5.472699642E0
1.967493307E2,-4.394599915E0,-1.197859955E1,-3.261999786E-1
1.967593307E2,6.771000028E-1,-3.518399954E0,-6.644299984E0
1.967693307E2,8.288999557E0,4.026000023E0,-1.402889919E1
1.967793307E2,1.223749924E1,7.575699806E0,-1.320049953E1
1.967893307E2,1.260459995E1,8.039500237E0,-1.022229958E1
1.967993307E2,1.085559940E1,7.138399601E0,-8.104599953E0
1.968093307E2,9.764800072E0,6.056900024E0,-6.930899620E0
1.968193307E2,8.391599655E0,4.199100018E0,-6.012000084E0
1.968293307E2,6.543200016E0,1.499199986E0,-5.772099972E0
1.968393307E2,4.784699917E0,-1.736799955E0,-6.014199734E0
1.968493307E2,2.413399935E0,-4.582099915E0,-5.873899937E0
1.968593307E2,1.344699979E0,-5.598000050E0,-5.873600006E0
1.968693307E2,1.930399895E0,-5.309299946E0,-6.532399654E0
1.968793307E2,1.616599917E0,-4.299399853E0,-5.943299770E0
1.968893307E2,7.495999932E-1,-3.092900038E0,-5.534800053E0
1.968993307E2,-3.049999848E-2,-1.425999999E0,-5.038899899E0
1.969093307E2,-7.741000056E-1,3.707000017E-1,-4.195199966E0
1.969193307E2,-1.530299902E0,1.359699965E0,-2.546299934E0
1.969293307E2,-1.971699953E0,1.547999978E0,-1.082800031E0
1.969393307E2,-2.101399899E0,1.144799948E0,3.480000049E-2
1.969493307E2,-2.132900000E0,1.635299921E0,1.761599898E0
1.969593307E2,-2.394000053E0,2.408999920E0,1.274399996E0
1.969693307E2,-2.574300051E0,2.851300001E0,-5.345999599E-1
1.969793307E2,-1.787499905E0,2.640199900E0,-3.163699865E0
1.969893307E2,-1.296700001E0,1.594399929E0,-5.949699879E0
1.969993338E2,-6.638999581E-1,1.136899948E0,-7.496799946E0
1.970093307E2,1.490999907E-1,1.034199953E0,-6.614999771E0
1.970193307E2,8.290999532E-1,9.221999645E-1,-4.247099876E0
1.970293307E2,1.868600011E0,9.940999746E-1,-1.214699984E0
1.970393307E2,2.915599823E0,8.956999779E-1,4.000999928E-1
1.970493307E2,3.368599892E0,7.215999961E-1,4.108299732E0
1.970593307E2,2.335000038E0,-1.368999928E-1,7.177299976E0
1.970693307E2,-1.947999895E-1,-6.478999853E-1,2.806099892E0
1.970793307E2,-7.466999888E-1,-1.860899925E0,-6.290999651E-1
1.970893307E2,-7.540999651E-1,-2.291800022E0,2.178999931E-1
1.970993307E2,-4.810999930E-1,-1.861699939E0,3.359200001E0
1.971093307E2,-1.174999952E0,-1.641999960E0,7.886600018E0
1.971193307E2,-1.635599971E0,-2.192899942E0,8.043499947E0
1.971293307E2,-2.399499893E0,-2.962899923E0,3.919299841E0
1.971393307E2,-3.333999872E0,-2.895999908E0,-4.020999968E-1
1.971493307E2,-4.863999844E0,-1.885399938E0,-3.149699926E0
1.971593307E2,-6.860499859E0,-8.843999505E-1,-3.132699966E0
1.971693307E2,-8.024099350E0,-9.438999891E-1,-1.027999997E0
1.971793307E2,-7.036399841E0,-2.146699905E0,-1.224599957E0
1.971893307E2,-4.800299644E0,-3.080899954E0,-3.234400034E0
1.971993307E2,-3.085099936E0,-3.101399899E0,-2.433699846E0
1.972093307E2,-3.140499830E0,-2.828799963E0,1.110700011E0
1.972193307E2,-5.348499775E0,-3.076299906E0,2.393800020E0
1.972293307E2,-8.081799507E0,-3.937699795E0,1.325399995E0
1.972393307E2,-9.402999878E0,-4.774499893E0,1.744199991E0
1.972493307E2,-8.932000160E0,-6.084199905E0,4.318500042E0
1.972593307E2,-7.661799908E0,-7.306799889E0,5.506599903E0
1.972693307E2,-5.981800079E0,-7.203899860E0,6.788300037E0
1.972793307E2,-3.969899893E0,-6.563999653E0,8.926799774E0
1.972893307E2,-1.501399994E0,-5.685699940E0,9.493899345E0
1.972993307E2,-1.278999895E-1,-5.019599915E0,4.922499657E0
1.973093307E2,1.055799961E0,-4.648499966E0,-2.177999973E0
1.973193307E2,2.109499931E0,-4.594500065E0,-8.395999908E0
1.973293307E2,1.491500020E0,-5.308300018E0,-1.073519993E1
1.973393307E2,1.273999929E0,-6.054199696E0,-8.814899445E0
1.973493307E2,2.506099939E0,-6.346299648E0,-6.298699856E0
1.973593307E2,4.458600044E0,-6.654099941E0,-5.039599895E0
1.973693307E2,6.049999714E0,-6.894299984E0,-4.545700073E0
1.973793307E2,6.098099709E0,-6.535199642E0,-3.733500004E0
1.973893307E2,5.724099636E0,-5.104099751E0,-2.246000051E0
1.973993307E2,4.959000111E0,-3.448099852E0,-1.196299911E0
1.974093307E2,3.794999838E0,-3.269599915E0,-4.254999757E-1
1.974193307E2,3.541299820E0,-3.387699842E0,-1.001799941E0
1.974293307E2,4.415699959E0,-3.021699905E0,-3.413899899E0
1.974393307E2,5.656099796E0,-2.188400030E0,-6.149199963E0
1.974493307E2,5.813799858E0,-1.587199926E0,-1.018979931E1
1.974593307E2,4.351099968E0,-1.608399987E0,-1.445269966E1
1.974693307E2,2.817199945E0,-1.257900000E0,-1.703779984E1
1.974793307E2,1.328699946E0,1.102399945E0,-9.299499512E0
1.974893307E2,-1.587199926E0,2.239699841E0,2.004899979E0
1.974993307E2,-2.108999968E0,3.453099966E0,1.744699955E0
1.975093307E2,1.364599943E0,4.208499908E0,-3.074100018E0
1.975193307E2,3.276000023E0,4.551599979E0,-6.006899834E0
1.975293307E2,4.049900055E0,5.184299946E0,-6.601299763E0
1.975393307E2,4.904399872E0,5.746799946E0,-6.321599960E0
1.975493307E2,6.182399750E0,6.723899841E0,-8.189499855E0
1.975593307E2,8.565199852E0,7.787399769E0,-9.636799812E0
1.975693307E2,1.110659981E1,8.305699348E0,-8.879899979E0
1.975793307E2,1.154659939E1,8.141300201E0,-8.182000160E0
1.975893307E2,9.704199791E0,7.918699741E0,-8.373099327E0
1.975993307E2,7.874199867E0,7.856199741E0,-8.102899551E0
1.976093307E2,6.315299988E0,7.680199623E0,-7.385699749E0
1.976193307E2,4.904999733E0,6.882400036E0,-6.116499901E0
1.976293307E2,4.265199661E0,5.440700054E0,-3.109499931E0
1.976393307E2,2.103800058E0,2.538599968E0,2.053499937E0
1.976493307E2,-4.153599739E0,-3.034099817E0,1.076089954E1
1.976593307E2,-1.327729988E1,-1.017469978E1,1.164109993E1
1.976693307E2,-1.610169983E1,-1.460050011E1,3.885099888E0
1.976793307E2,-1.058790016E1,-1.402679920E1,2.897099972E0
1.976893307E2,-4.987699986E0,-1.016499996E1,4.179299831E0
1.976993307E2,-1.811100006E0,-6.477999687E0,2.911599874E0
1.977093307E2,6.168000102E-1,-2.471400023E0,2.099900007E0
1.977193307E2,2.379099846E0,1.030200005E0,4.802999794E-1
1.977293307E2,3.644299984E0,2.949999809E0,-2.373899937E0
1.977393307E2,5.518899918E0,3.357999802E0,-3.664899826E0
1.977493307E2,6.414599895E0,1.372599959E0,-2.594199896E0
1.977593307E2,7.473999977E0,-1.589999914E0,-2.128499985E0
1.977693307E2,8.520799637E0,-5.493099689E0,-3.346000016E-1
1.977793307E2,6.433199883E0,-1.103749943E1,1.592799902E0
1.977893307E2,-1.566900015E0,-1.852239990E1,8.417200089E0
1.977993307E2,-7.093400002E0,-2.006909943E1,7.366899967E0
1.978093307E2,-2.917599916E0,-1.068099976E1,1.306599975E0
1.978193307E2,5.744499683E0,1.588199973E0,-9.581999779E0
1.978293307E2,1.168879986E1,8.693499565E0,-1.632600021E1
1.978393307E2,1.406479931E1,1.029129982E1,-1.374899960E1
1.978493307E2,1.352250004E1,9.179499626E0,-9.366600037E0
1.978593307E2,1.196789932E1,8.127099991E0,-6.767999649E0
1.978693307E2,1.023600006E1,6.654799938E0,-5.515399933E0
1.978793307E2,8.203100204E0,4.256199837E0,-5.719199657E0
1.978893307E2,6.254399776E0,1.177699924E0,-6.620599747E0
1.978993307E2,4.125800133E0,-2.722899914E0,-6.620999813E0
1.979093307E2,2.098700047E0,-6.352200031E0,-6.092400074E0
1.979193307E2,1.485199928E0,-7.934299946E0,-5.404799938E0
1.979293307E2,1.488699913E0,-7.608399868E0,-5.352099895E0
1.979393307E2,1.259999990E0,-5.709399700E0,-5.299900055E0
1.979493307E2,6.180999875E-1,-3.537299871E0,-5.787099838E0
1.979593307E2,2.252999991E-1,-1.250899911E0,-7.042500019E0
1.979693307E2,-4.045999944E-1,8.120999932E-1,-7.179100037E0
1.979793307E2,-1.076300025E0,1.632699966E0,-4.852099895E0
1.979893307E2,-1.544600010E0,1.971099973E0,-2.696199894E0
1.979993307E2,-2.090399981E0,2.287400007E0,-6.532999873E-1
1.980093307E2,-2.652799845E0,2.792999983E0,2.172499895E0
1.980193307E2,-2.664099932E0,2.966099977E0,3.647899866E0
1.980293307E2,-2.349400043E0,2.624199867E0,2.741299868E0
1.980393307E2,-9.435999990E-1,2.187899828E0,-1.328499913E0
1.980493307E2,-3.721999824E-1,1.121099949E0,-4.363599777E0
1.980593307E2,-5.248999596E-1,3.190999925E-1,-6.078399658E0
1.980693307E2,1.578999907E-1,6.071999669E-1,-6.878299713E0
1.980793307E2,7.084000111E-1,5.227000117E-1,-5.118499756E0
1.980893307E2,1.961699963E0,7.313999534E-1,-2.907500029E0
1.980993307E2,2.841099977E0,5.242999792E-1,-1.175799966E0
1.981093307E2,3.517499924E0,3.398999870E-1,1.418699980E0
1.981193307E2,3.456099987E0,7.335999608E-1,5.264499664E0
1.981293307E2,4.250499725E0,8.540000021E-2,5.275899887E0
1.981393307E2,1.175499916E0,-1.792499900E0,5.202799797E0
1.981493307E2,-2.158799887E0,-2.207299948E0,3.576699972E0
1.981593307E2,-3.726799965E0,-1.923999906E0,4.064599991E0
1.981693307E2,-4.154999733E0,-1.887599945E0,4.491699696E0
1.981793307E2,-3.901299953E0,-2.268100023E0,2.954999924E0
1.981893307E2,-3.773299932E0,-2.139499903E0,3.350999951E-1
1.981993307E2,-4.743799686E0,-1.818599939E0,-1.358500004E0
1.982093307E2,-6.483500004E0,-1.418499947E0,-1.901600003E0
1.982193307E2,-8.334599495E0,-1.371899962E0,-3.603000045E-1
1.982293307E2,-8.096300125E0,-2.008399963E0,1.212999970E-1
1.982393307E2,-5.868199825E0,-2.955199957E0,-2.184299946E0
1.982493307E2,-3.143899918E0,-3.682799816E0,-3.226599932E0
1.982593307E2,-2.134700060E0,-3.792599916E0,-1.397499919E0
1.982693307E2,-3.924199820E0,-3.462800026E0,1.291800022E0
1.982793307E2,-7.607499599E0,-3.630999804E0,1.736799955E0
1.982893307E2,-1.007859993E1,-4.146899700E0,1.142199993E0
1.982993307E2,-1.059229946E1,-5.302999973E0,2.405200005E0
1.983093307E2,-9.631099701E0,-6.732399940E0,4.218499660E0
1.983193307E2,-7.213999748E0,-7.496699810E0,5.524399757E0
1.983293307E2,-4.218800068E0,-7.364599705E0,8.704599380E0
1.983393307E2,-1.401899934E0,-6.814399719E0,1.186389923E1
1.983493307E2,9.248999953E-1,-5.982399940E0,9.747499466E0
1.983593307E2,1.710399985E0,-5.296499729E0,1.686999917E0
1.983693307E2,3.209599972E0,-4.869100094E0,-6.900300026E0
1.983793307E2,3.748099804E0,-5.320600033E0,-1.107719994E1
1.983893307E2,2.503499985E0,-6.422399998E0,-9.607099533E0
1.983993307E2,2.282699823E0,-6.566499710E0,-6.893599987E0
1.984093307E2,3.730399847E0,-6.784699917E0,-4.981400013E0
1.984193307E2,5.981800079E0,-7.659599781E0,-4.110899925E0
1.984293307E2,6.717999935E0,-7.690499783E0,-3.035799980E0
1.984393307E2,5.988100052E0,-6.453799725E0,-1.696599960E0
1.984493307E2,5.410599709E0,-4.448899746E0,-5.938999653E-1
1.984593307E2,4.570399761E0,-3.176999807E0,-2.329999954E-2
1.984693307E2,4.116600037E0,-2.917799950E0,-1.504899979E0
1.984793307E2,4.741199970E0,-2.444700003E0,-3.898299932E0
1.984893307E2,5.451699734E0,-1.825799942E0,-6.778299809E0
1.984993307E2,5.625899792E0,-1.322299957E0,-9.311100006E0
1.985093307E2,4.077600002E0,-1.651299953E0,-1.297729969E1
1.985193307E2,3.042799950E0,-1.115199924E0,-1.460079956E1
1.985293307E2,1.869599938E0,7.540000081E-1,-1.258659935E1
1.985393307E2,-1.007300019E0,2.135200024E0,-1.553799987E0
1.985493307E2,-2.001999855E0,3.109899998E0,1.441399932E0
1.985593307E2,1.224200010E0,4.014100075E0,-2.104799986E0
1.985693307E2,3.410399914E0,4.271100044E0,-5.499899864E0
1.985793307E2,4.398499966E0,4.816899776E0,-6.515199661E0
1.985893307E2,5.106199741E0,5.359399796E0,-6.374300003E0
1.985993307E2,6.278499603E0,6.151499748E0,-7.238100052E0
1.986093307E2,9.078499794E0,7.128299713E0,-8.708399773E0
1.986193307E2,1.100409985E1,7.729399681E0,-8.986599922E0
1.986293307E2,1.142949963E1,7.926199913E0,-8.521699905E0
1.986393307E2,1.036390018E1,8.011199951E0,-8.453000069E0
1.986493307E2,8.739699364E0,8.042499542E0,-8.442099571E0
1.986593307E2,7.272599697E0,8.107799530E0,-8.238499641E0
1.986693307E2,6.411099911E0,7.602999687E0,-7.060400009E0
1.986793307E2,5.197199821E0,6.437599659E0,-4.887300014E0
1.986893307E2,2.693899870E0,4.070899963E0,-5.835999846E-1
1.986993307E2,-3.894399881E0,-6.480999589E-1,7.419999599E0
1.987093307E2,-1.254319954E1,-7.561699867E0,1.384829998E1
1.987193307E2,-1.565989971E1,-1.390119934E1,7.799899578E0
1.987293307E2,-1.284070015E1,-1.710050011E1,2.967999935E0
1.987393307E2,-7.641299725E0,-1.372219944E1,4.854899883E0
1.987493307E2,-4.355299950E0,-8.522199631E0,3.279599905E0
1.987593307E2,-1.638000011E0,-3.347699881E0,2.155799866E0
1.987693307E2,1.043599963E0,5.514999628E-1,1.114599943E0
1.987793307E2,2.560600042E0,3.489799976E0,-2.107499838E0
1.987893307E2,4.860699654E0,5.058300018E0,-4.735599995E0
1.987993307E2,7.793699741E0,3.863899946E0,-4.408499718E0
1.988093307E2,8.119099617E0,1.640999913E-1,-2.951299906E0
1.988193307E2,9.559000015E0,-3.393299818E0,-8.023999929E-1
1.988293307E2,8.911899567E0,-8.371699333E0,2.907699823E0
1.988393307E2,6.178099632E0,-1.363539982E1,4.889499664E0
1.988493307E2,-2.442699909E0,-1.798209953E1,6.591099739E0
1.988593307E2,-3.661899805E0,-1.533799934E1,3.796599865E0
1.988693307E2,1.992999911E-1,-7.205699921E0,-3.712999821E0
1.988793307E2,7.481799603E0,1.712599993E0,-1.534079933E1
1.988893307E2,1.218330002E1,7.144499779E0,-1.530079937E1
1.988993307E2,1.250089931E1,8.414799690E0,-1.124109936E1
1.989093307E2,1.177449989E1,8.033399582E0,-8.776999474E0
1.989193307E2,1.037020016E1,7.077699661E0,-7.219099998E0
1.989293307E2,8.657499313E0,5.307300091E0,-6.016900063E0
1.989393307E2,6.988599777E0,2.772599936E0,-5.564499855E0
1.989493307E2,5.759999752E0,3.791999817E-1,-5.708899975E0
1.989593307E2,3.593299866E0,-2.395599842E0,-5.946199894E0
1.989693307E2,1.259999990E0,-5.204699993E0,-5.515999794E0
1.989793322E2,3.471999764E-1,-6.234600067E0,-5.318099976E0
1.989893307E2,-5.359999835E-2,-5.644799709E0,-4.920599937E0
1.989993307E2,-2.522000074E-1,-4.416599751E0,-5.047100067E0
1.990093307E2,-5.648999810E-1,-2.319599867E0,-5.126499653E0
1.990193307E2,-7.089999914E-1,-3.399999812E-2,-4.584599972E0
1.990293307E2,-9.510999918E-1,1.387899995E0,-2.855199814E0
1.990393307E2,-1.270099998E0,1.982399940E0,-6.556000113E-1
1.990493307E2,-1.668299913E0,1.587599993E0,8.574999571E-1
1.990593307E2,-2.303400040E0,1.244099975E0,2.275599957E0
1.990693307E2,-2.851199865E0,1.586799979E0,2.243999958E0
1.990793307E2,-2.630199909E0,1.978899956E0,3.344999850E-1
1.990893307E2,-2.316599846E0,2.394500017E0,-2.787099838E0
1.990993307E2,-2.525699854E0,1.728999972E0,-4.770999908E0
1.991093307E2,-1.377099991E0,1.318799973E0,-6.447000027E0
1.991193307E2,-8.867999911E-1,1.155399919E0,-6.829499722E0
1.991293307E2,-7.774999738E-1,1.003499985E0,-5.245800018E0
1.991393307E2,1.199999973E-1,1.273800015E0,-3.189499855E0
1.991493307E2,1.097599983E0,1.209399939E0,-1.328499913E0
1.991593307E2,2.473000050E0,8.569999933E-1,-7.172999978E-1
1.991693307E2,3.882699966E0,9.019999504E-1,1.056100011E0
1.991793307E2,5.043600082E0,5.587999821E-1,1.822799921E0
1.991893307E2,3.594199896E0,7.339999825E-2,5.070999861E-1
1.991993307E2,3.774199963E0,-7.396000028E-1,-8.410000056E-2
1.992093307E2,3.139899969E0,-1.420400023E0,2.946099997E0
1.992193307E2,9.246999621E-1,-1.271600008E0,8.226699829E0
1.992293307E2,-1.824499965E0,-2.142899990E0,1.009579945E1
1.992393307E2,-3.748600006E0,-3.803799868E0,7.019299984E0
1.992493307E2,-4.782000065E0,-4.380399704E0,1.397899985E0
1.992593307E2,-5.611899853E0,-3.452600002E0,-2.211199999E0
1.992693307E2,-7.058799744E0,-1.915899992E0,-2.777499914E0
1.992793307E2,-8.965600014E0,-1.081900001E0,-5.400999784E-1
1.992893307E2,-9.364899635E0,-1.618799925E0,2.895999849E-1
1.992993307E2,-7.499699593E0,-2.670399904E0,-1.990599990E0
1.993093307E2,-5.420300007E0,-3.070899963E0,-2.386699915E0
1.993193307E2,-4.669300079E0,-2.872099876E0,-3.454999924E-1
1.993293307E2,-6.758800030E0,-2.946799994E0,1.308699965E0
1.993393307E2,-9.183799744E0,-3.508099794E0,1.597000003E0
1.993493307E2,-1.029139996E1,-3.955499887E0,1.667999983E0
1.993593307E2,-1.028709984E1,-4.848000050E0,3.767799854E0
1.993693307E2,-8.726900101E0,-6.361599922E0,5.362599850E0
1.993793307E2,-5.878399849E0,-7.437599659E0,6.336999893E0
1.993893307E2,-1.779299974E0,-7.665699959E0,7.635099888E0
1.993993307E2,2.000900030E0,-7.482899666E0,5.761199951E0
1.994093307E2,3.792799950E0,-6.295000076E0,-8.701999784E-1
1.994193307E2,4.361799717E0,-4.842499733E0,-6.219399929E0
1.994293307E2,3.556499958E0,-4.086299896E0,-7.544099808E0
1.994393307E2,2.396399975E0,-4.575399876E0,-7.282099724E0
1.994493307E2,1.599900007E0,-5.781799793E0,-6.016900063E0
1.994593307E2,2.280499935E0,-6.529699802E0,-4.479799747E0
1.994693307E2,4.199899673E0,-6.834199905E0,-4.013199806E0
1.994793307E2,6.129299641E0,-6.480700016E0,-3.686399937E0
1.994893307E2,6.760999680E0,-5.948199749E0,-3.420499802E0
1.994993307E2,7.063799858E0,-5.100399971E0,-2.885699987E0
1.995093307E2,6.831999779E0,-4.155799866E0,-2.121399879E0
1.995193307E2,5.489599705E0,-3.404199839E0,-1.816599965E0
1.995293307E2,4.694499969E0,-3.266499996E0,-2.108000040E0
1.995393307E2,4.457900047E0,-3.214799881E0,-3.350999832E0
1.995493307E2,4.613800049E0,-2.711499929E0,-5.116399765E0
1.995593307E2,4.423500061E0,-2.143100023E0,-6.335499763E0
1.995693307E2,3.306699991E0,-2.171299934E0,-1.098559952E1
1.995793307E2,2.261800051E0,-1.525499940E0,-1.587319946E1
1.995893307E2,2.229699850E0,9.979999661E-1,-1.153569984E1
1.995993307E2,1.333499908E0,3.216399908E0,-4.598999918E-1
1.996093307E2,4.166999757E-1,4.276899815E0,2.772199869E0
1.996193307E2,1.619699955E0,4.989699841E0,-2.322000027E0
1.996293307E2,3.489300013E0,5.611199856E0,-6.431599617E0
1.996393307E2,4.060699940E0,6.168499947E0,-7.211699963E0
1.996493307E2,4.201299667E0,6.285199642E0,-5.811100006E0
1.996593307E2,4.618299961E0,6.570600033E0,-6.227099895E0
1.996693307E2,6.098199844E0,6.967499733E0,-7.962699890E0
1.996793307E2,8.735699654E0,7.208600044E0,-7.978499889E0
1.996893307E2,1.000769997E1,7.257599831E0,-7.588799953E0
1.996993307E2,9.711199760E0,7.141299725E0,-7.556900024E0
1.997093307E2,8.879099846E0,7.065399647E0,-7.685299873E0
1.997193307E2,7.672199726E0,7.052199841E0,-7.397500038E0
1.997293307E2,6.988899708E0,6.789799690E0,-6.174900055E0
1.997393307E2,5.791899681E0,5.876399994E0,-4.769700050E0
1.997493307E2,3.454699993E0,3.646699905E0,-1.589999914E0
1.997593307E2,-1.650299907E0,-7.953999639E-1,4.769999981E0
1.997693307E2,-8.955599785E0,-7.145799637E0,1.009770012E1
1.997793307E2,-1.403049946E1,-1.262749958E1,7.575199604E0
1.997893307E2,-1.392140007E1,-1.474879932E1,4.472399712E0
1.997993307E2,-9.146299362E0,-1.170189953E1,5.697099686E0
1.998093307E2,-4.636600018E0,-7.695099831E0,4.451999664E0
1.998193307E2,-1.754599929E0,-3.662299871E0,2.181599855E0
1.998293307E2,5.429999828E-1,-1.052000001E-1,1.028999925E0
1.998393307E2,2.142999887E0,2.375900030E0,-1.315899968E0
1.998493307E2,4.369499683E0,3.437099934E0,-4.333699703E0
1.998593307E2,6.611299992E0,2.579499960E0,-4.635600090E0
1.998693307E2,7.070099831E0,-5.289999768E-2,-3.646299839E0
1.998793307E2,8.177899361E0,-3.246500015E0,-1.871799946E0
1.998893307E2,7.898900032E0,-6.966799736E0,-8.560999632E-1
1.998993307E2,4.782499790E0,-1.270510006E1,2.199100018E0
1.999093307E2,-3.752199888E0,-1.846039963E1,9.130999565E0
1.999193307E2,-3.028599977E0,-1.571889973E1,6.982299805E0
1.999293307E2,6.894999743E-1,-6.452399731E0,-2.294199944E0
1.999393307E2,9.302800179E0,3.675299883E0,-1.695299911E1
1.999493307E2,1.343319988E1,7.999199867E0,-1.483990002E1
1.999593307E2,1.379439926E1,8.186200142E0,-9.238200188E0
1.999693307E2,1.255169964E1,6.977099895E0,-6.162699699E0
1.999793307E2,1.147719955E1,6.033999920E0,-4.709199905E0
1.999893307E2,1.067179966E1,4.769099712E0,-4.613500118E0
1.999993307E2,1.001119995E1,2.673699856E0,-5.707499981E0
2.000093307E2,8.534899712E0,-3.188999891E-1,-6.848899841E0
2.000193307E2,6.276499748E0,-3.884399891E0,-6.307799816E0
2.000293307E2,4.693399906E0,-6.016099930E0,-6.118899822E0
2.000393307E2,3.940999985E0,-5.617300034E0,-6.200500011E0
2.000493307E2,2.549499989E0,-4.539299965E0,-5.235099792E0
2.000593307E2,1.544699907E0,-2.988199949E0,-5.143599987E0
2.000693307E2,1.072000027E0,-9.936999679E-1,-5.297899723E0
2.000793307E2,9.827999473E-1,1.621999890E-1,-5.292900085E0
2.000893307E2,1.018199921E0,9.626999497E-1,-5.692800045E0
2.000993307E2,-3.260000050E-2,1.185599923E0,-4.432799816E0
2.001093307E2,-1.500299931E0,6.018999815E-1,-6.154999733E-1
2.001193307E2,-2.779000044E0,1.595999897E-1,3.093499899E0
2.001293307E2,-4.789199829E0,3.991999924E-1,4.984099865E0
2.001393307E2,-5.874599934E0,1.146700025E0,2.895499945E0
2.001493307E2,-6.469599724E0,8.949999809E-1,-2.325199842E0
2.001593307E2,-6.828199863E0,2.089999914E-1,-7.138899803E0
2.001693307E2,-5.762300014E0,2.899000049E-1,-6.647899628E0
2.001793307E2,-4.173699856E0,1.040300012E0,-3.067099810E0
2.001893307E2,-2.692100048E0,1.819799900E0,-8.659999818E-2
2.001993307E2,-1.520499945E0,2.175299883E0,5.331000090E-1
2.002093307E2,-7.831999660E-1,1.792499900E0,4.221999943E-1
2.002193307E2,4.839999974E-1,8.867999911E-1,3.231000006E-1
2.002293307E2,2.050499916E0,5.364999771E-1,4.870999753E-1
2.002393307E2,4.628799915E0,-1.577999890E-1,-1.011699915E0
2.002493307E2,6.202899933E0,-3.165999949E-1,-1.860499978E0
2.002593307E2,6.757899761E0,-9.120999575E-1,5.079799652E0
2.002693307E2,3.007499933E0,-1.040300012E0,1.268649960E1
2.002793307E2,-8.524000049E-1,-1.674299955E0,9.347999573E0
2.002893307E2,-2.620499849E0,-2.664599895E0,2.695600033E0
2.002993307E2,-3.814499855E0,-2.975999832E0,-8.561999798E-1
2.003093307E2,-4.991600037E0,-2.601099968E0,-3.398499966E0
2.003193307E2,-5.572999954E0,-1.363099933E0,-2.866799831E0
2.003293307E2,-5.508999825E0,-9.572999477E-1,-4.793999791E-1
2.003393307E2,-4.946199894E0,-1.529999971E0,-1.086199999E0
2.003493307E2,-4.361299992E0,-2.414700031E0,-2.266099930E0
2.003593307E2,-3.591099977E0,-2.964999914E0,-1.518800020E0
2.003693307E2,-3.439199924E0,-2.749799967E0,4.905999899E-1
2.003793307E2,-4.565899849E0,-2.474400043E0,2.856400013E0
2.003893307E2,-6.912999630E0,-3.068399906E0,3.222699881E0
2.003993307E2,-8.136599541E0,-4.363599777E0,1.740700006E0
2.004093307E2,-8.028999329E0,-5.399799824E0,3.724200010E0
2.004193307E2,-6.492499828E0,-6.628999710E0,7.527699947E0
2.004293307E2,-4.362199783E0,-7.364299774E0,8.565999985E0
2.004393307E2,-2.340199947E0,-7.382999897E0,6.907599926E0
2.004493307E2,-9.959999472E-2,-6.602799892E0,3.595399857E0
2.004593307E2,1.197399974E0,-5.585999966E0,-1.601400018E0
2.004693307E2,2.057299852E0,-3.941099882E0,-5.500099659E0
2.004793307E2,2.421399832E0,-3.264499903E0,-6.253999710E0
2.004893307E2,2.093299866E0,-3.897799969E0,-6.671499729E0
2.004993307E2,1.761399984E0,-4.963699818E0,-6.642899990E0
2.005093307E2,2.579999924E0,-5.873699665E0,-5.350199699E0
2.005193307E2,4.344699860E0,-6.264999866E0,-4.026099682E0
2.005293307E2,5.955899715E0,-5.987799644E0,-3.375799894E0
2.005393307E2,6.825899601E0,-5.066299915E0,-3.492499828E0
2.005493307E2,7.093899727E0,-3.601899862E0,-3.472299814E0
2.005593307E2,6.563099861E0,-2.048799992E0,-1.845999956E0
2.005693307E2,5.079799652E0,-1.645799994E0,-4.945999980E-1
2.005793307E2,3.941799879E0,-1.977499962E0,-2.869999968E-2
2.005893307E2,3.625099897E0,-2.164700031E0,-1.151600003E0
2.005993307E2,3.811199903E0,-2.001399994E0,-2.786599874E0
2.006093307E2,3.793799877E0,-1.803699970E0,-4.641499996E0
2.006193307E2,3.613199949E0,-1.314000010E0,-8.034899712E0
2.006293307E2,3.135599852E0,-5.254999995E-1,-1.366319942E1
2.006393307E2,2.114099979E0,3.398999870E-1,-1.470949936E1
2.006493307E2,-4.409999773E-2,9.158999920E-1,-3.914799929E0
2.006593307E2,-2.240999937E0,2.094099998E0,3.340999842E0
2.006693307E2,-2.071799994E0,2.775499821E0,2.821999788E-1
2.006793307E2,8.288999796E-1,3.502899885E0,-3.740499973E0
2.006893307E2,2.630199909E0,3.773299932E0,-4.945099831E0
2.006993307E2,3.767999887E0,4.400599957E0,-5.343999863E0
2.007093307E2,4.856299877E0,5.452199936E0,-5.861199856E0
2.007193307E2,6.491600037E0,6.463399887E0,-7.123999596E0
2.007293307E2,8.116399765E0,7.358099937E0,-7.970099926E0
2.007393307E2,9.498999596E0,7.924899578E0,-7.735799789E0
2.007493307E2,1.009959984E1,7.994400024E0,-6.815899849E0
2.007593307E2,1.030439949E1,7.526799679E0,-6.131399632E0
2.007693307E2,9.865099907E0,7.150499821E0,-5.792699814E0
2.007793307E2,8.998099327E0,6.895899773E0,-5.582799911E0
2.007893307E2,7.363699913E0,6.158899784E0,-5.114799976E0
2.007993307E2,5.797100067E0,4.859799862E0,-3.525599957E0
