"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.228693307E2,3.436699867E0,5.498899937E0,-6.044300079E0
1.228793307E2,3.952299833E0,6.169699669E0,-6.538300037E0
1.228893307E2,4.504699707E0,6.769299984E0,-6.979099751E0
1.228993307E2,5.446499825E0,7.131999969E0,-7.797499657E0
1.229093307E2,6.779199600E0,7.526399612E0,-8.212699890E0
1.229193307E2,8.151199341E0,7.843699932E0,-8.394000053E0
1.229293307E2,9.056799889E0,8.013999939E0,-8.417499542E0
1.229393307E2,9.076299667E0,7.990699768E0,-8.149700165E0
1.229493307E2,8.330900192E0,7.939899921E0,-8.584899902E0
1.229593307E2,7.141299725E0,7.790799618E0,-8.792200089E0
1.229693307E2,6.417399883E0,7.279699802E0,-8.383099556E0
1.229793322E2,5.642699718E0,6.079899788E0,-7.272399902E0
1.229893307E2,4.993499756E0,4.655399799E0,-3.994499922E0
1.229993307E2,1.713799953E0,1.228099942E0,3.596400023E0
1.230093307E2,-7.303499699E0,-5.833999634E0,1.440629959E1
1.230193307E2,-1.703769875E1,-1.468709946E1,1.581009960E1
1.230293307E2,-1.944799995E1,-2.277029991E1,6.665699959E0
1.230393307E2,-1.217829990E1,-1.917560005E1,5.814899921E0
1.230493307E2,-7.304899693E0,-9.707300186E0,5.121999741E0
1.230593307E2,-3.152499914E0,-3.627899885E0,2.400899887E0
1.230693307E2,4.695999920E-1,6.620000005E-1,8.984999657E-1
1.230793307E2,2.428699970E0,3.959100008E0,-1.719900012E0
1.230893307E2,4.762899876E0,5.285399914E0,-4.788899899E0
1.230993307E2,8.250599861E0,3.863899946E0,-4.763799667E0
1.231093307E2,8.480899811E0,-5.467999578E-1,-2.964699984E0
1.231193307E2,8.800199509E0,-4.929399967E0,-7.199999690E-1
1.231293307E2,7.574800014E0,-9.132100105E0,3.510699987E0
1.231393307E2,4.768899918E0,-1.279649925E1,4.490200043E0
1.231493307E2,-2.777999878E0,-1.483559990E1,3.805699825E0
1.231593307E2,-4.211499691E0,-1.149219990E1,1.120199919E0
1.231693307E2,-1.871199965E0,-4.891999722E0,-7.123799801E0
1.231793307E2,7.085999966E0,2.848999977E0,-1.539649963E1
1.231893307E2,1.238589954E1,7.022199631E0,-1.177309990E1
1.231993307E2,1.274949932E1,7.716799736E0,-8.021999359E0
1.232093307E2,1.260069942E1,7.157299995E0,-7.541699886E0
1.232193307E2,1.173049927E1,6.430999756E0,-7.640199661E0
1.232293307E2,9.913099289E0,4.899699688E0,-6.972300053E0
1.232393307E2,8.053299904E0,2.852799892E0,-5.960799694E0
1.232493307E2,5.979099751E0,-7.660999894E-1,-6.325099945E0
1.232593307E2,3.187000036E0,-5.070399761E0,-6.604499817E0
1.232693307E2,7.461999655E-1,-7.127999783E0,-6.530799866E0
1.232793307E2,-5.307999849E-1,-7.122499943E0,-6.478600025E0
1.232893307E2,-1.017099977E0,-5.321300030E0,-6.507299900E0
1.232993307E2,-7.926999927E-1,-3.663199902E0,-6.275599957E0
1.233093307E2,-6.829999685E-1,-1.796599984E0,-6.675399780E0
1.233193307E2,-8.500999808E-1,-5.834999681E-1,-7.021499634E0
1.233293307E2,-1.554600000E0,-2.060000040E-2,-5.732399940E0
1.233393307E2,-2.839399815E0,7.592999935E-1,-4.304299831E0
1.233493307E2,-3.652799845E0,1.601799965E0,-2.625999928E0
1.233593307E2,-3.588999987E0,2.326299906E0,1.028800011E0
1.233693307E2,-3.779500008E0,2.535799980E0,2.934700012E0
1.233793307E2,-2.961499929E0,2.177199841E0,1.049000025E0
1.233893307E2,-2.071099997E0,1.351099968E0,-2.727299929E0
1.233993307E2,-1.025799990E0,1.001199961E0,-5.195199966E0
1.234093307E2,-1.903999895E-1,1.062500000E0,-5.536699772E0
1.234193307E2,1.098699927E0,1.684099913E0,-3.663899899E0
1.234293307E2,1.832299948E0,2.077699900E0,-1.050899982E0
1.234393307E2,2.816599846E0,1.830399990E0,2.662999928E-1
1.234493307E2,4.435899734E0,1.541700006E0,2.038199902E0
1.234593307E2,6.007400036E0,1.836599946E0,3.457799911E0
1.234693307E2,5.130599976E0,1.388799906E0,2.113399982E0
1.234793307E2,1.011999965E0,-4.854999781E-1,-1.828999966E-1
1.234893307E2,-2.099299908E0,-1.482299924E0,-1.788899899E0
1.234993307E2,-3.130699873E0,-1.598799944E0,-5.868999958E-1
1.235093307E2,-2.910799980E0,-1.530499935E0,2.094799995E0
1.235193307E2,-3.578599930E0,-1.926899910E0,4.247299671E0
1.235293307E2,-4.511300087E0,-3.005800009E0,5.565299988E0
1.235393307E2,-4.081900120E0,-3.035499811E0,4.600199699E0
1.235493307E2,-3.608099937E0,-2.180199862E0,1.247900009E0
1.235593307E2,-4.626800060E0,-1.270299911E0,-1.445099950E0
1.235693307E2,-6.519199848E0,-1.078499913E0,-1.414099932E0
1.235793307E2,-7.907299995E0,-2.119299889E0,-2.083400011E0
1.235893307E2,-7.741799831E0,-3.501299858E0,-4.188699722E0
1.235993307E2,-6.108099937E0,-3.692299843E0,-4.164099693E0
1.236093307E2,-5.330499649E0,-3.194499969E0,-1.762899995E0
1.236193307E2,-6.549699783E0,-2.892299891E0,6.324999928E-1
1.236293307E2,-8.745999336E0,-3.490599871E0,1.273800015E0
1.236393307E2,-9.897699356E0,-4.300600052E0,9.152999520E-1
1.236493307E2,-9.836599350E0,-5.065299988E0,2.249699831E0
1.236593307E2,-9.134300232E0,-6.146299839E0,3.924399853E0
1.236693307E2,-7.464099884E0,-7.659199715E0,6.186999798E0
1.236793307E2,-3.961699963E0,-8.378399849E0,8.155599594E0
1.236893307E2,1.482999921E-1,-7.682999611E0,7.902899742E0
1.236993307E2,2.414700031E0,-6.160399914E0,4.629899979E0
1.237093307E2,2.950500011E0,-4.824299812E0,-6.078000069E-1
1.237193307E2,3.428099871E0,-4.048500061E0,-5.541500092E0
1.237293307E2,2.998800039E0,-4.243299961E0,-8.077899933E0
1.237393307E2,1.940099955E0,-5.027899742E0,-8.164299965E0
1.237493307E2,1.480199933E0,-5.676899910E0,-7.075899601E0
1.237593307E2,1.891599894E0,-6.190999985E0,-5.461899757E0
1.237693307E2,3.363499880E0,-6.820799828E0,-4.226900101E0
1.237793307E2,5.003999710E0,-6.759099960E0,-3.627899885E0
1.237893307E2,5.948299885E0,-5.895199776E0,-3.351799965E0
1.237993307E2,6.256000042E0,-4.847199917E0,-3.191299915E0
1.238093307E2,5.095499992E0,-3.818300009E0,-2.368199825E0
1.238193307E2,3.987699986E0,-3.265799999E0,-2.461799860E0
1.238293307E2,3.263000011E0,-3.083099842E0,-3.902799845E0
1.238393307E2,3.458899975E0,-2.700799942E0,-5.363899708E0
1.238493307E2,4.159899712E0,-1.873899937E0,-6.297699928E0
1.238593307E2,3.234299898E0,-2.098099947E0,-1.061520004E1
1.238693307E2,3.022099972E0,-1.449299932E0,-1.454449940E1
1.238793307E2,1.919799924E0,4.995999932E-1,-1.504710007E1
1.238893307E2,9.491999745E-1,2.285199881E0,-7.207399845E0
1.238993307E2,-2.832999825E-1,3.885799885E0,3.544799805E0
1.239093307E2,1.455699921E0,4.684000015E0,-2.620000020E-2
1.239193307E2,2.731499910E0,5.233799934E0,-5.220799923E0
1.239293307E2,3.481400013E0,5.930199623E0,-7.197099686E0
1.239393307E2,4.190199852E0,6.565499783E0,-6.904399872E0
1.239493307E2,5.197400093E0,7.041999817E0,-7.108999729E0
1.239593307E2,6.976699829E0,7.714999676E0,-7.566299915E0
1.239693307E2,8.872900009E0,8.329400063E0,-8.022299767E0
1.239793322E2,1.002899933E1,8.472700119E0,-7.726099968E0
1.239893307E2,9.689199448E0,8.244799614E0,-7.851399899E0
1.239993307E2,8.902799606E0,8.113200188E0,-8.208199501E0
1.240093307E2,7.827899933E0,7.814799786E0,-8.468999863E0
1.240193307E2,6.533599854E0,6.983099937E0,-8.208199501E0
1.240293307E2,5.300399780E0,5.731100082E0,-7.024399757E0
1.240393307E2,3.567199945E0,3.867699862E0,-3.838099957E0
1.240493307E2,-6.287999749E-1,-2.304999977E-1,4.398399830E0
1.240593307E2,-9.444600105E0,-7.184399605E0,1.472149944E1
1.240693307E2,-1.854870033E1,-1.665130043E1,1.305659962E1
1.240793307E2,-1.742379951E1,-2.240979958E1,5.460499763E0
1.240893307E2,-9.764999390E0,-1.562629986E1,6.237400055E0
1.240993307E2,-6.201099873E0,-7.040499687E0,4.073100090E0
1.241093307E2,-2.002300024E0,-2.369199991E0,1.875199914E0
1.241193307E2,9.447999597E-1,1.361699939E0,3.752000034E-1
1.241293307E2,2.712399960E0,3.671599865E0,-1.846099973E0
1.241393307E2,5.669799805E0,4.033299923E0,-3.973500013E0
1.241493307E2,7.998600006E0,1.060500026E0,-3.496099949E0
1.241593307E2,6.501399994E0,-3.715099812E0,-1.283499956E0
1.241693307E2,6.102599621E0,-8.094399452E0,2.016299963E0
1.241793307E2,4.989900112E0,-1.211699963E1,5.119899750E0
1.241893307E2,8.718000054E-1,-1.382779980E1,3.039299965E0
1.241993307E2,-1.421599984E0,-1.059689999E1,2.421000004E-1
1.242093307E2,-6.324999928E-1,-4.977399826E0,-3.306299925E0
1.242193307E2,4.905600071E0,1.231299996E0,-1.206499958E1
1.242293307E2,1.128569984E1,5.828700066E0,-1.353759956E1
1.242393307E2,1.283229923E1,7.118399620E0,-8.416099548E0
1.242493307E2,1.252320004E1,7.254899979E0,-7.699800014E0
1.242593307E2,1.182179928E1,6.579999924E0,-7.718899727E0
1.242693307E2,1.063329983E1,4.990399837E0,-7.481400013E0
1.242793307E2,8.892099380E0,2.549099922E0,-7.790199757E0
1.242893307E2,6.900199890E0,-4.584999979E-1,-7.617899895E0
1.242993307E2,4.240099907E0,-3.911399841E0,-6.612099648E0
1.243093307E2,8.046999574E-1,-7.161699772E0,-5.994599819E0
1.243193307E2,-1.016099930E0,-7.573599815E0,-5.629299641E0
1.243293307E2,-9.018999934E-1,-5.687799931E0,-5.741499901E0
1.243393307E2,-6.328999996E-1,-3.425099850E0,-5.407199860E0
1.243493307E2,-7.840999961E-1,-1.967899919E0,-5.223999977E0
1.243593307E2,-8.272999525E-1,-9.889999628E-1,-5.552799702E0
1.243693307E2,-1.638199925E0,3.739999980E-2,-4.947299957E0
1.243793307E2,-2.047899961E0,1.090600014E0,-4.109399796E0
1.243893307E2,-2.308099985E0,2.162999868E0,-3.149499893E0
1.243993307E2,-2.689399958E0,2.412699938E0,-1.821399927E0
1.244093307E2,-3.038199902E0,2.092999935E0,-5.166999698E-1
1.244193307E2,-3.346599817E0,1.697199941E0,-1.319999993E-1
1.244293307E2,-2.120800018E0,9.419999719E-1,-1.257799983E0
1.244393307E2,-8.519999981E-1,5.351999998E-1,-3.293900013E0
1.244493307E2,-1.708000004E-1,9.686999917E-1,-5.335299969E0
1.244593307E2,3.416999876E-1,1.518399954E0,-5.262799740E0
1.244693307E2,1.639699936E0,2.343099833E0,-3.510599852E0
1.244793354E2,2.508800030E0,2.929299831E0,-2.006000042E0
1.244893307E2,3.919299841E0,2.710099936E0,-1.258700013E0
1.244993307E2,6.748600006E0,2.134399891E0,-2.599999867E-2
1.245093307E2,6.631799698E0,1.444100022E0,2.906299829E0
1.245193307E2,1.754499912E0,-1.943999976E-1,3.560999870E0
1.245293307E2,-2.237299919E0,-1.810499907E0,1.350999922E-1
1.245393307E2,-3.786499977E0,-2.723399878E0,-1.105799913E0
1.245493307E2,-3.760699987E0,-2.589499950E0,1.561800003E0
1.245593307E2,-2.855299950E0,-1.779799938E0,4.387099743E0
1.245693307E2,-2.322099924E0,-1.959800005E0,6.949399948E0
1.245793307E2,-2.689299822E0,-2.638399839E0,6.746099949E0
1.245893307E2,-2.821499825E0,-2.980799913E0,3.396699905E0
1.245993307E2,-3.750799894E0,-2.878999949E0,7.480999827E-1
1.246093307E2,-5.838900089E0,-2.118299961E0,-1.358899951E0
1.246193307E2,-8.013299942E0,-1.101499915E0,-2.045699835E0
1.246293307E2,-9.425000191E0,-1.476999998E0,-1.775900006E0
1.246393307E2,-8.172699928E0,-2.592099905E0,-3.774299860E0
1.246493307E2,-5.864799976E0,-3.085000038E0,-4.091700077E0
1.246593307E2,-4.696199894E0,-3.173599958E0,-1.748399973E0
1.246693307E2,-5.916100025E0,-3.222399950E0,1.571799994E0
1.246793307E2,-8.681399345E0,-4.004699707E0,2.275899887E0
1.246893307E2,-9.891300201E0,-4.605099678E0,7.537999749E-1
1.246993307E2,-9.453899384E0,-4.747499943E0,1.893499970E0
1.247093307E2,-8.651100159E0,-5.451799870E0,2.845399857E0
1.247193307E2,-7.194099903E0,-6.717899799E0,5.418699741E0
1.247293307E2,-4.124499798E0,-7.763899803E0,9.522600174E0
1.247393307E2,9.037999511E-1,-7.290499687E0,9.211899757E0
1.247493307E2,3.895200014E0,-6.194299698E0,3.478999853E0
1.247593307E2,5.111999989E0,-5.211100101E0,-2.426199913E0
1.247693307E2,4.956799984E0,-4.540499687E0,-7.057499886E0
1.247793307E2,3.211499929E0,-4.792500019E0,-9.351599693E0
1.247893307E2,1.787099957E0,-5.595599651E0,-8.652699471E0
1.247993307E2,1.599200010E0,-6.430199623E0,-6.567299843E0
1.248093307E2,1.917400002E0,-7.422499657E0,-3.996299982E0
1.248193307E2,3.212599993E0,-7.647099972E0,-2.141299963E0
1.248293307E2,4.807600021E0,-6.716599941E0,-1.389400005E0
1.248393307E2,6.028199673E0,-5.236399651E0,-2.350299835E0
1.248493307E2,6.502799988E0,-3.755699873E0,-2.514999866E0
1.248593307E2,5.625299931E0,-2.570799828E0,-2.194700003E0
1.248693307E2,4.972899914E0,-2.006999969E0,-2.965799809E0
1.248793307E2,4.028500080E0,-2.391799927E0,-4.848700047E0
1.248893307E2,3.803699970E0,-2.497200012E0,-6.600599766E0
1.248993307E2,4.374000072E0,-1.604299903E0,-7.848599911E0
1.249093307E2,3.843599796E0,-1.156199932E0,-1.148569965E1
1.249193307E2,2.238299847E0,-7.432999611E-1,-1.522749996E1
1.249293307E2,2.579900026E0,1.160799980E0,-1.194099998E1
1.249393307E2,1.159399986E0,3.026599884E0,-5.367300034E0
1.249493307E2,-8.673999906E-1,4.163199902E0,3.154799938E0
1.249593307E2,-8.197999597E-1,4.815399647E0,-1.884000003E-1
1.249693307E2,1.458299994E0,5.172599792E0,-5.239899635E0
1.249793307E2,3.327699900E0,5.711799622E0,-7.220299721E0
1.249893307E2,4.334099770E0,6.146299839E0,-6.792799950E0
1.249993307E2,5.577499866E0,6.727900028E0,-6.480000019E0
1.250093307E2,6.779799938E0,7.223199844E0,-7.308799744E0
1.250193307E2,8.671400070E0,7.678099632E0,-7.915699959E0
1.250293307E2,9.736599922E0,7.752299786E0,-7.808300018E0
1.250393307E2,9.598999977E0,7.602399826E0,-7.613099575E0
1.250493307E2,8.461999893E0,7.383800030E0,-7.824699879E0
1.250593307E2,7.065499783E0,6.932199955E0,-7.759599686E0
1.250693307E2,5.839399815E0,6.152099609E0,-6.662099838E0
1.250793307E2,4.667999744E0,4.875999928E0,-4.080800056E0
1.250893307E2,2.511299849E0,2.677099943E0,2.647999823E-1
1.250993307E2,-4.472300053E0,-2.386299849E0,8.206399918E0
1.251093307E2,-1.349589920E1,-9.302499771E0,1.346719933E1
1.251193307E2,-1.759869957E1,-1.537889957E1,7.540199757E0
1.251293307E2,-1.381709957E1,-1.619729996E1,3.658099890E0
1.251393307E2,-7.645699978E0,-1.116029930E1,4.133399963E0
1.251493307E2,-3.966799974E0,-5.999899864E0,2.327899933E0
1.251593307E2,-1.093500018E0,-1.645799994E0,1.014199972E0
1.251693307E2,9.204999804E-1,1.798499942E0,-6.789999604E-1
1.251793307E2,2.260499954E0,4.078700066E0,-3.574499846E0
1.251893307E2,4.272699833E0,4.914700031E0,-5.264400005E0
1.251993307E2,6.705199718E0,2.750099897E0,-4.223000050E0
1.252093307E2,8.023599625E0,-1.635399938E0,-2.814699888E0
1.252193307E2,1.200669956E1,-5.909299850E0,1.076099992E0
1.252293307E2,1.220230007E1,-1.062839985E1,6.697499752E0
1.252393307E2,5.987899780E0,-1.526179981E1,7.916899681E0
1.252493307E2,-3.713799953E0,-1.680489922E1,5.748399734E0
1.252593307E2,-2.904000044E0,-8.934599876E0,-3.827299833E0
1.252693307E2,2.941499949E0,2.431999892E-1,-1.412469959E1
1.252793307E2,9.444499969E0,5.387799740E0,-1.445160007E1
1.252893307E2,1.135789967E1,6.837999821E0,-9.482899666E0
1.252993307E2,1.157119942E1,6.968899727E0,-8.058300018E0
1.253093307E2,1.085169983E1,6.448999882E0,-8.059899330E0
1.253193307E2,9.274499893E0,5.382599831E0,-7.797499657E0
1.253293307E2,7.843400002E0,3.245599985E0,-7.713299751E0
1.253393307E2,6.683300018E0,8.068999648E-1,-6.702299595E0
1.253493307E2,4.509599686E0,-2.706699848E0,-6.357699871E0
1.253593307E2,1.733599901E0,-5.990499973E0,-6.470399857E0
1.253693307E2,6.252999902E-1,-6.987699986E0,-6.751199722E0
1.253793307E2,1.032299995E0,-6.193599701E0,-8.068599701E0
1.253893307E2,8.553999662E-1,-5.189799786E0,-7.489500046E0
1.253993307E2,2.820000052E-1,-3.912599802E0,-6.260399818E0
1.254093307E2,-4.653999805E-1,-2.243199825E0,-6.132099628E0
1.254193307E2,-5.899999738E-1,-7.680000067E-1,-5.662199974E0
1.254293307E2,-1.023699999E0,2.403999865E-1,-4.298399925E0
1.254393307E2,-1.547699928E0,1.028499961E0,-2.676100016E0
1.254493307E2,-1.957599998E0,1.818599939E0,-6.603999734E-1
1.254593307E2,-2.428900003E0,2.007400036E0,1.515599966E0
1.254693307E2,-2.584199905E0,1.955099940E0,2.161700010E0
1.254793432E2,-2.123600006E0,2.181599855E0,7.084999681E-1
1.254893307E2,-1.390799999E0,2.176100016E0,-2.430899858E0
1.254993307E2,-7.906000018E-1,1.753799915E0,-5.514699936E0
1.255093307E2,-1.438999921E-1,1.556299925E0,-5.831599712E0
1.255193307E2,9.598000050E-1,2.006199837E0,-4.132100105E0
1.255293307E2,8.176999688E-1,2.023699999E0,-3.302500010E0
1.255393307E2,1.028200030E0,1.432099938E0,-3.515499830E0
1.255493307E2,1.490799904E0,5.151999593E-1,-3.155900002E0
1.255593307E2,1.056299925E0,4.866999984E-1,1.625499964E0
1.255693307E2,2.225899935E0,8.920999765E-1,7.553099632E0
1.255793307E2,1.591599941E0,5.648999810E-1,7.242499828E0
1.255893307E2,1.665999889E-1,-4.044999778E-1,2.351599932E0
1.255993307E2,-1.150699973E0,-1.204599977E0,4.833000004E-1
1.256093307E2,-1.985799909E0,-1.703699946E0,4.772000015E-1
1.256193307E2,-3.135599852E0,-2.509099960E0,2.273999929E0
1.256293307E2,-4.421899796E0,-3.090399981E0,5.229300022E0
1.256393307E2,-4.630199909E0,-2.463799953E0,4.516499996E0
1.256493307E2,-4.165800095E0,-1.371799946E0,7.804999948E-1
1.256593307E2,-4.941299915E0,-9.434999824E-1,-1.396399975E0
1.256693307E2,-6.518699646E0,-1.298599958E0,-1.442799926E0
1.256793307E2,-7.198599815E0,-2.407399893E0,-1.263499975E0
1.256893307E2,-6.641200066E0,-3.542199850E0,-2.442999840E0
1.256993307E2,-5.287099838E0,-4.055699825E0,-2.719699860E0
1.257093307E2,-4.329899788E0,-3.665599823E0,2.206999958E-1
1.257193307E2,-5.918499947E0,-3.509799957E0,2.678200006E0
1.257293307E2,-8.669899940E0,-4.175300121E0,2.788499832E0
1.257393307E2,-9.579699516E0,-4.697599888E0,1.944199920E0
1.257493307E2,-9.156299591E0,-4.899199963E0,2.184399843E0
1.257593307E2,-8.456500053E0,-5.859499931E0,4.422499657E0
1.257693307E2,-6.508100033E0,-7.127799988E0,6.765899658E0
1.257793307E2,-2.928999901E0,-7.451299667E0,8.028100014E0
1.257893307E2,6.053000093E-1,-6.865200043E0,6.571099758E0
1.257993307E2,2.024100065E0,-5.776499748E0,1.394299984E0
1.258093307E2,3.033200026E0,-4.707299709E0,-4.022500038E0
1.258193307E2,3.464699984E0,-3.981299877E0,-6.822899818E0
1.258293307E2,2.643399954E0,-4.473799706E0,-8.122399330E0
1.258393307E2,1.643199921E0,-5.396599770E0,-8.033200264E0
1.258493307E2,1.565400004E0,-6.304199696E0,-6.447099686E0
1.258593307E2,2.558300018E0,-7.086400032E0,-4.223199844E0
1.258693307E2,4.183199883E0,-7.505499840E0,-2.305399895E0
1.258793307E2,5.488899708E0,-7.144899845E0,-1.463599920E0
1.258893307E2,6.083399773E0,-6.166499615E0,-2.571799994E0
1.258993307E2,6.444099903E0,-4.860399723E0,-2.537099838E0
1.259093307E2,5.029500008E0,-4.051499844E0,-2.275099993E0
1.259193307E2,3.882699966E0,-3.904799938E0,-2.842099905E0
1.259293307E2,3.565699816E0,-3.888399839E0,-4.353099823E0
1.259393307E2,3.942499876E0,-3.335399866E0,-6.155499935E0
1.259493307E2,4.854199886E0,-2.355000019E0,-7.882499695E0
1.259593307E2,4.944200039E0,-1.666000009E0,-1.090100002E1
1.259693307E2,3.582899809E0,-6.456999779E-1,-1.657799911E1
1.259793307E2,2.825000048E0,1.118600011E0,-1.447489929E1
1.259893307E2,9.839999676E-2,2.382900000E0,-6.244699955E0
1.259993307E2,-1.910200000E0,4.046700001E0,4.154500008E0
1.260093307E2,5.498999953E-1,5.187699795E0,-1.069700003E0
1.260193307E2,2.340299845E0,5.487099648E0,-5.500000000E0
1.260293307E2,3.112499952E0,6.132299900E0,-6.324699879E0
1.260393307E2,4.124599934E0,6.985699654E0,-6.817599773E0
1.260493307E2,6.160899639E0,7.817699909E0,-7.940299988E0
1.260593307E2,8.704699516E0,8.662300110E0,-8.928799629E0
1.260693307E2,9.999699593E0,9.010000229E0,-8.980099678E0
1.260793307E2,9.855299950E0,8.779500008E0,-8.432600021E0
1.260893307E2,9.498099327E0,8.548699379E0,-8.154600143E0
1.260993307E2,8.349900246E0,8.141200066E0,-8.777899742E0
1.261093307E2,6.814799786E0,7.275699615E0,-8.785399437E0
1.261193307E2,5.513299942E0,6.199899673E0,-7.522899628E0
1.261293307E2,4.149699688E0,5.011399746E0,-4.824199677E0
1.261393307E2,1.342899919E0,2.379899979E0,1.013499975E0
1.261493307E2,-5.351799965E0,-3.227699995E0,1.112249947E1
1.261593307E2,-1.419979954E1,-1.141129971E1,1.496189976E1
1.261693307E2,-1.797319984E1,-1.910009956E1,6.400699615E0
1.261793307E2,-1.191799927E1,-1.831130028E1,4.320499897E0
1.261893307E2,-6.556099892E0,-1.091489983E1,3.985699892E0
1.261993307E2,-2.896999836E0,-5.014299870E0,2.571799994E0
1.262093307E2,9.002999663E-1,-5.699999928E-1,1.387300014E0
1.262193307E2,2.788699865E0,2.919999838E0,-6.952999830E-1
1.262293307E2,3.916599989E0,5.016399860E0,-3.408299923E0
1.262393307E2,6.067399979E0,5.458799839E0,-4.187599659E0
1.262493307E2,8.486599922E0,2.432199955E0,-3.193899870E0
1.262593307E2,8.735199928E0,-2.079599857E0,-2.594300032E0
1.262693307E2,1.025290012E1,-6.743099689E0,7.885999680E-1
1.262793307E2,8.482999802E0,-1.203509998E1,5.368999958E0
1.262893307E2,6.965999603E-1,-1.682369995E1,7.169499874E0
1.262993307E2,-6.754899979E0,-1.687349892E1,3.739699841E0
1.263093307E2,-5.235799789E0,-9.665399551E0,-2.500399828E0
1.263193307E2,9.558999538E-1,-9.621999860E-1,-1.230949974E1
1.263293307E2,8.761300087E0,5.035099983E0,-1.703499985E1
1.263393307E2,1.258029938E1,7.544499874E0,-1.093389988E1
1.263493307E2,1.359279919E1,7.860199928E0,-7.962499619E0
1.263593307E2,1.332539940E1,7.115799904E0,-7.259099960E0
1.263693307E2,1.171099949E1,5.680599689E0,-6.836599827E0
1.263793307E2,9.374199867E0,3.705699921E0,-6.611499786E0
1.263893307E2,7.482899666E0,1.065500021E0,-6.259699821E0
1.263993307E2,5.151199818E0,-2.678099871E0,-7.077099800E0
1.264093307E2,2.094699860E0,-6.528999805E0,-7.136399746E0
1.264193307E2,1.737999916E-1,-7.835899830E0,-6.563999653E0
1.264293307E2,-3.590999842E-1,-6.704400063E0,-6.600599766E0
1.264393307E2,-8.208000064E-1,-4.374700069E0,-6.478299618E0
1.264493307E2,-9.167999625E-1,-2.584599972E0,-6.142999649E0
1.264593307E2,-5.744000077E-1,-1.370700002E0,-6.280699730E0
1.264693307E2,-9.763999581E-1,-4.505999982E-1,-6.208999634E0
1.264793307E2,-1.953599930E0,-7.899999619E-2,-4.981699944E0
1.264893307E2,-3.461999893E0,7.138999701E-1,-3.807399988E0
1.264993307E2,-3.518899918E0,1.791599989E0,-1.543499947E0
1.265093307E2,-3.330699921E0,2.572099924E0,1.574499965E0
1.265193307E2,-3.691799879E0,2.288199902E0,2.575199842E0
1.265293307E2,-3.054999828E0,1.458199978E0,1.421999931E-1
1.265393307E2,-1.743399978E0,7.504000068E-1,-2.383800030E0
1.265493307E2,-1.152699947E0,7.558000088E-1,-4.602600098E0
1.265593307E2,5.859999657E-1,1.591099977E0,-5.094199657E0
1.265693307E2,1.927199960E0,2.193799973E0,-2.032199860E0
1.265793307E2,2.159699917E0,2.321199894E0,1.741999984E-1
1.265893307E2,2.869999886E0,2.103299856E0,9.807999730E-1
1.265993307E2,3.780200005E0,1.685899973E0,2.323600054E0
1.266093307E2,5.163399696E0,1.774399996E0,2.460899830E0
1.266193307E2,5.240999699E0,1.406199932E0,-3.009999916E-2
1.266293307E2,1.739399910E0,-1.523000002E-1,-2.280099869E0
1.266393307E2,-9.916999936E-1,-1.205899954E0,-3.274199963E0
1.266493307E2,-2.588500023E0,-1.546899915E0,-9.396999478E-1
1.266593307E2,-2.783499956E0,-1.381199956E0,2.262599945E0
1.266693307E2,-3.732199907E0,-2.142699957E0,5.611099720E0
1.266793307E2,-4.942499638E0,-3.312599897E0,8.032899857E0
1.266893307E2,-4.949299812E0,-3.423499823E0,5.552799702E0
1.266993307E2,-3.701099873E0,-2.224799871E0,5.199999809E-1
1.267093307E2,-4.400199890E0,-1.218999982E0,-2.078899860E0
1.267193307E2,-6.868199825E0,-1.362200022E0,-1.815799952E0
1.267293307E2,-8.181099892E0,-2.315899849E0,-4.181999862E-1
1.267393307E2,-7.712999821E0,-3.649499893E0,-1.225099921E0
1.267493307E2,-5.933399677E0,-3.781499863E0,-2.764799833E0
1.267593307E2,-5.047199726E0,-3.263199806E0,-1.762799978E0
1.267693307E2,-6.037099838E0,-3.076999903E0,-9.831999540E-1
1.267793307E2,-8.670599937E0,-3.497499943E0,-7.810999751E-1
1.267893307E2,-1.013780022E1,-4.413799763E0,9.132999778E-1
1.267993307E2,-9.474399567E0,-5.079999924E0,3.000799894E0
1.268093307E2,-8.598099709E0,-6.227900028E0,3.307399988E0
1.268193307E2,-6.939599991E0,-7.346699715E0,5.633499622E0
1.268293307E2,-3.619199991E0,-8.182700157E0,9.093599319E0
1.268393307E2,8.567000031E-1,-7.496099949E0,8.651800156E0
1.268493307E2,3.263199806E0,-5.815700054E0,4.322000027E0
1.268593307E2,4.245500088E0,-4.507899761E0,-5.834000111E-1
1.268693307E2,4.512199879E0,-3.740799904E0,-5.672499657E0
1.268793307E2,3.476300001E0,-3.759099960E0,-9.409599304E0
1.268893307E2,1.885599971E0,-4.525199890E0,-9.328800201E0
1.268993307E2,1.239599943E0,-5.431099892E0,-7.094199657E0
1.269093307E2,1.869099975E0,-6.482299805E0,-4.558700085E0
1.269193307E2,3.256699800E0,-7.127699852E0,-2.870699883E0
1.269293307E2,4.742399693E0,-6.593299866E0,-1.862699986E0
1.269393307E2,5.612699986E0,-5.600699902E0,-2.383800030E0
1.269493307E2,5.958899975E0,-4.751800060E0,-2.703799963E0
1.269593307E2,5.205399990E0,-4.177499771E0,-2.256000042E0
